autor_nombre_alejandria	id_alejandria	phonetic_code	normalized_name_alejandria	name_cdl	summary_cdl	image_url_cdl	id_cdl	normalized_name_cdl	tokens_cdl	key_ol	birth_date_ol	death_date_ol	name_ol	bio_ol	alternate_names_ol	picture_ol	normalized_name_ol	tokens_ol	priority_score
CARLOS FONSECA	{'9788484604655', '8459904695'}	KRLSFNSK	carlos fonseca	Carlos Fonseca	Carlos Fonseca es periodista y escritor. Tras una carrera profesional de cuarenta años en prensa escrita y digital, con colaboraciones tanto en radio como en televisión, desde 1996 ha compaginado su actividad informativa con la investigación para la recuperación de nuestra memoria histórica a través de sus protagonistas anónimos.Autor tambiénde obras de ficción y ensayo, este es su décimo libro. Entre sus obras destaca el bestsellerTrece rosas rojas, llevado al cine en 2007.Fotografía: © Asis G. Ayerbe	/mnt/datadrive/CasaDelLibro/author_images/59393.webp	59393.0	carlos fonseca	carlos fonseca										4
CARMEN POSADAS	{'9788408094814', '9788466307031'}	KRMNPSTS	carmen posadas	Carmen Posadas	Carmen Posadas es autora de doce novelas, más de quince libros infantiles, dos biografías y varios ensayos, relatos y guiones de cine y televisión. En 1998 ganó el Premio Planeta con Pequeñas infamias. También ha sido galardonada con el premio Apel·les Mestres de literatura infantil y el Premio de Cultura que otorga la Comunidad de Madrid. Entre sus títulos más destacados se encuentran La cinta roja, Invitación a un asesinato, El testigo invisible, La hija de Cayetana y La maestra de títeres. Traducidas a veinticinco idiomas, todas sus obras han sido recibidas con gran éxito de crítica y público. En 2003 la revista Newsweek la señaló como «una de las autoras más destacadas de su generación».	/mnt/datadrive/CasaDelLibro/author_images/51386.webp	51386.0	carmen posadas	carmen posadas										4
LUIS GARCIA MONTERO	{'000206'}	KRSLSMNTR	luis garcia montero	Luis García Montero	"Luis García Montero (Granada, 1958). Escritor y catedrático de Literatura Española, es uno de los poetas más destacados del panorama literario actual, con títulos entre los que se encuentranHabitaciones separadas(Premio Loewe 1993 y Premio Nacional de Poesía 1994),Completamente viernes(1998),La intimidad de la serpiente(2001, Premio Nacional de la Crítica 2003),Vista cansada(2008),Un invierno propio(2011),Ropa de calle(2011),Balada en la muerte de la poesía(2016),A puerta cerrada(2017),Poesía completa (1980-2017)(2018),No puedes ser así (Breve historia del mundo)(2021) yPrometeo(2022).
Como ensayista ha publicado libros y artículos sobre poesía europea contemporánea, comoUn lector llamado Federico García Lorca(2016), así como ediciones críticas de Lorca, Alberti, Rosales y Barral yLas palabras rotas(Alfaguara, 2019). Asimismo es autor deMañana no será lo que Dios quiera(Alfaguara, 2009), biografía novelada del poeta Ángel González, que fue Libro del Año según el Gremio de Libreros de Madrid; deUna forma de resistencia(Alfaguara, 2012), y de las novelasNo me cuentes tu vida(2012) yAlguien dice tu nombre(Alfaguara, 2014). Ha recogido selecciones de sus artículos en libros comoLa puerta de la calle(1997),La casa del jacobino(2003) yAlmanaque del fabulador(2003). En 2016 se estrenó el documentalAunque tú no lo sepas, basado en su vida y su dimensión como escritor. Desde 2018 es director del Instituto Cervantes."	/mnt/datadrive/CasaDelLibro/author_images/19658-1.webp	19658.0	luis garcia montero	garcia luis montero										4
CASSANDRA CLARE	{'9788408099574', '9788408008125', '9788408087533', '9788408133032', '9788408089766', '9789802715879'}	KSNTRKLR	cassandra clare	Cassandra Clare	(Teherán, Irán, 27 de julio de 1973). Cassandra Clare nació en Irán y pasó sus primeros años viajando por el mundo con su familia y varios baúles llenos de libros de fantasía, entre los que se contaban las series deLas crónicas de NarniayLos seis signos de la luz. Más tarde, trabajó como periodista en Los Angeles y Nueva York, donde reside actualmente.	/mnt/datadrive/CasaDelLibro/author_images/136320.webp	136320.0	cassandra clare	cassandra clare										4
MARC LEVY	{'9788408050469'}	LFMRK	marc levy	Marc Levy	Nació en Francia en 1961.Ojalá fuera cierto, su primera novela, le catapultó a la lista de ventas, manteniéndose en ellas durante más de 100 semanas.	/mnt/datadrive/CasaDelLibro/author_images/MARC LEVY.webp	28685.0	marc levy	levy marc										4
LUIS LANDERO	{'9788483101681', '9788483100851'}	LNTRLS	luis landero	Luis Landero	"Luis Landero nació en Alburquerque (Badajoz) en 1948. Licenciado en filología hispánica por la Universidad Complutense, ha enseñado literatura en la Escuela de Arte Dramático de Madrid y fue profesor invitado en la Universidad de Yale.

Se dio a conocer con Juegos de la edad tardía (Premio de la Crítica y Premio Nacional de Narrativa 1990), novela a la que siguieron Caballeros de fortuna (1994), El mágico aprendiz, El guitarrista, Hoy, Júpiter (XV Premio Arcebispo Juan de San Clemente), Retrato de un hombre inmaduro, Absolución, elegida como la mejor novela española del año por los críticos de El País, El balcón en invierno (Premio Libro del Año del Gremio de Libreros de Madrid y Premio Dulce Chacón 2015), La vida negociable y, su último gran éxito, la aclamada Lluvia fina, elegida unánimemente como la mejor novela española de 2019.

En 2021 nos regaló un inolvidable libro híbrido de memoria y lecturas, El huerto de Emerson. Traducido a varias lenguas, Landero es ya uno de los nombres esenciales de la narrativa española. 

Premio Nacional de las Letras 2022.

Fotografía: © Iván Giménez, 2019"	/mnt/datadrive/CasaDelLibro/author_images/33482-2.webp	33482.0	luis landero	landero luis										4
MAURICE LEBLANC	{'9789584295026', '9789584295583'}	LPLNKMRS	maurice leblanc	Maurice Leblanc	Maurice Leblanc (1864-1941) se educó en Francia, Alemania e Italia, y abandonó una incipiente carrera en la industria naviera para ejercer el periodismo de sucesos. Saltó a la fama cuando aceptó el encargo de Pierre Laffitte y empezó a publicar en las páginas de Je sais tout los primeros relatos protagonizados por Arsenio Lupin, que dos años más tarde se publicarían en forma de libro. Así nacía un arquetipo literario sólo comparable a Sherlock Holmes cuyas aventuras se relatan en una veintena de títulos, de los que hasta la fecha se han publicado en esta colección La condesa de Cagliostro (2004), Arsenio Lupin, caballero ladrón (2005) y Arsenio Lupin y la Aguja hueca (2006).	/mnt/datadrive/CasaDelLibro/author_images/38841.webp	38841.0	maurice leblanc	leblanc maurice										4
LORENZO SILVA	{'9788481912760'}	LRNSSLF	lorenzo silva	Lorenzo Silva	"Lorenzo Silva (Madrid, 1966) es uno de los grandes referentes de la literatura contemporánea y sus novelas policiacas e históricas suman más de dos millones de lectores. Ha escrito, entre otras La flaqueza del bolchevique (finalista del Premio Nadal 1997), Carta blanca (Premio Primavera 2004), Recordarán tu nombre o su reciente Castellano. Es autor del libro de viajes Del Rif al Yebala (Premio Algaba de Ensayo). Suya es también la exitosa serie protagonizada por los investigadores Bevilacqua y Chamorro, de la que El mal de Corcira es la última entrega, tras El alquimista impaciente (Premio Nadal 2000) y La marca del meridiano (Premio Planeta 2012), entre otras. Junto con Noemí Trujillo, firma una serie policiaca que consta ya de dos entregas, Si esto es una mujer (2019) y La forja de una rebelde (2022).
Fotografía: ©Aniol Resclosa
@VilaSilva"	/mnt/datadrive/CasaDelLibro/author_images/19898-2.webp	19898.0	lorenzo silva	lorenzo silva										4
LUISGE MARTIN	{'9788433997630'}	LSJMRTN	luisge martin	Luisgé Martín	Luisgé Martín (Madrid, 1962) es licenciado en Filología Hispánica por la Universidad Complutense de Madrid y MBA por el Instituto de Empresa. Ha trabajado como editor en Ediciones SM y en Ediciones del Prado. En el terreno estrictamente literario, ha publicado los libros de relatos Los oscuros (1990) y El alma del erizo (2002); las novelas La dulce ira (1995), La muerte de Tadzio (2000, galardonada con el Premio Ramón Gómez de la Serna), Los amores confiados (2005) y Las manos cortadas (2009); y la colección de cartas Amante del sexo busca pareja morbosa (2002). Ha participado, asimismo, en diversos libros colectivos de relatos. Ha obtenido el Premio Antonio Machado de relatos en el 2009, el Premio Vargas Llosa de relatos en 2012 y el Premio Llanes de Viajes en 2013. En Anagrama ha publicado La mujer de sombra, acogida como una obra maestra: «Un gran libro. Incómodo. Valiente» (Marta Sanz); «Un modo inesperado de afrontar los paseos por el filo del abismo» (Enrique Turpin, La Vanguardia); «Interrumpir la lectura cuesta tanto como no mirar el coche estrellado en el arcén... Una novela muy morbosa… Degradación, envilecimiento y transgresión son el tobogán por el que nos desliza Luisgé Martín» (Rafael Reig); «La habilidad de Luisgé Martín es haber conseguido que las condiciones de lo horrible no susciten en el lector rechazo frontal al nutrir una buena novela» (J. M. Pozuelo Yvancos, ABC); «Una hermosísima y difícil historia de amor» (Javier Goñi, Mercurio); «Una novela que desnudará los ropajes morales del lector y lo asomará a la oscuridad de ese lugar más adentro de la piel: allí donde nace el deseo y también sus monstruos» (G. Busutil, La Opinión de Málaga); «La historia de una obsesión y de un camino hacia el infierno» (Leer).	/mnt/datadrive/CasaDelLibro/author_images/105305.webp	105305.0	luisge martin	luisge martin										4
LUCY MAUD MONTGOMERY	{'9788412633610'}	LSMTMNTKMR	lucy maud montgomery	Lucy Maud Montgomery	Lucy Maud Montgomery (1874-1942) es considerada una de las grandes escritoras canadienses de literatura infantil gracias a la saga de novelas deAna la de Tejas Verdes, título del primero de los libros y con el que se inicia en la escritura. Montgomery fue maestra en varias escuelas de su provincia de nacimiento, la Isla del Príncipe Eduardo. Fue distinguida con la Orden del Imperio Británico.	/mnt/datadrive/CasaDelLibro/author_images/lucymaudmontgomery.webp	4049.0	lucy maud montgomery	lucy maud montgomery										4
ROBERT LOUIS STEVENSON	{'9789584275844', '9789584920270', '9789585285316'}	LSRPRTSTFNSN	robert louis stevenson	Robert Louis Stevenson	"(Edimburgo, 1850 – Vailima Upolu, Samoa Occidental, 1894). En la tumba de este escritor escocés, en una lejana isla de los mares del Sur a la que fue por motivos de salud, figura grabado el apodo que le dieron los samoanos: Tusitala, «el contador de historias».
Se dio a conocer como novelista con La isla del tesoro (1883) y su popularidad como escritor se basó fundamentalmente en los emocionantes argumentos de sus novelas fantásticas y de aventuras, en las que siempre aparecen contrapuestos el bien y el mal, a modo de alegoría moral que se sirve del misterio y la aventura.
Fue muy reconocido en vida y su escritura ha sido de gran influencia para importantes autores posteriores."	/mnt/datadrive/CasaDelLibro/author_images/204.webp	204.0	robert louis stevenson	louis robert stevenson										4
LUCIA SERRANO	{'9786071602008'}	LSSRN	lucia serrano	Lucía Serrano	Lucía Serrano nació en Madrid en 1983 y se licenció en Bellas Artes. Posteriormente, se trasladó a Barcelona donde reside en la actualidad. Es autora e ilustradora de multitud de libros con los que ha obtenido importantes galardones como El día que olvidé cerrar el grifo, Premio Princesa de Éboli, Qué niño más lento, premio del Fondo de Cultura Económica o el Premio Fundación Cuatrogatos en 2016 por El baño de Carlota.	/mnt/datadrive/CasaDelLibro/author_images/33749.webp	33749.0	lucia serrano	lucia serrano										4
LUDWIG WITTGENSTEIN	{'9789804031397', '9788420671819'}	LTKTJNSTN	ludwig wittgenstein	Ludwig Wittgenstein	Nació en Viena en 1889 en el seno de una familia ilustrada. Ludwig fue un jóven sensible, con inteligencia extraordinaria y talentos musicales, pero sin ningún interés en el mundo de los negocios. Cursó estudios en Linz y Berlín, posteriormente viaja a Gran Bretaña para estudiar ingeniería en la Universidad de Manchester. Muy interesado por las matemáticas puras entra en el Trinity College (Cambridge)para estudiar con Bertrand Russell. Al estallar la primera guerra mundial, se alista en el ejército Austro-Húngaro como soldado raso. Fue capturado por los Italianos en las semanas finales de la guerra, y pasó casi dos años en un campamento de prisioneros en Italia. Falleció en Cambridge en 1951.	/mnt/datadrive/CasaDelLibro/author_images/Wittgenstein.webp	6367.0	ludwig wittgenstein	ludwig wittgenstein										4
LUCIA LIJTMAER	{'9788433919632'}	LTMRLS	lucia lijtmaer	Lucía Lijtmaer	Lucía Lijtmaer (Buenos Aires, 1977) nació en Argentina, es barcelonesa desde la infancia y actualmente vive en Madrid. Su voz es una de las más personales del panorama periodístico actual además de ser cara reconocible en actos culturales de todo pelaje. Ha trabajado en medios de comunicación desde hace una década, y en la actualidad colabora con Eldiario.es, El Español y El País. Fan y analista de la cultura que producen y consumen las mujeres, es también comisaria del festival feminista «Princesas y Darth Vaders» (La Casa Encendida), traductora y profesora universitaria de cultura pop. Ha publicado los libros Quiero los secretos del Pentágono y los quiero ahora (Capitán Swing, 2015) y Casi nada que ponerte (Los Libros del Lince, 2016).	/mnt/datadrive/CasaDelLibro/author_images/LuciaLijtmaer.webp	20099513.0	lucia lijtmaer	lijtmaer lucia										4
PIERRE LOTI	{'9788476519141'}	LTPR	pierre loti	Pierre Loti	Marino, corresponsal, buen dibujante, académico, Louis Marie Julien Viaud, fue un hombre popular en el amplio sentido del término. Publicó su primera novelaAzidayéen 1879, pero fueRarahu, editada primero en 1880 y dos años después bajo el títuloEl matrimonio de Loti, el texto que lo consagraría y tras el cual sería conocido bajo el nombre de Pierre Loti. La escribió de forma tan espléndida, que gracias a esta novela obtuvo fama, dinero y libertad para viajar sin descanso y sumergirse en los lugares más recónditos para obtener distintos amores.	/mnt/datadrive/CasaDelLibro/author_images/21040.webp	21040.0	pierre loti	loti pierre										4
MANUEL VICENT	{'9788420451008', '7591524015371'}	MNLFSNT	manuel vicent	Manuel Vicent	Manuel Vicent nacido en Vilavella (Castellón) y Premio Lletraferit de Cultura Valenciana 2021, ha publicado en Alfaguara novelas como Tranvía a la Malvarrosa (1994 y 2014), Jardín de Villa Valeria (1996) —ambas recogidas junto con Contra Paraíso en el volumen Otros días, otros juegos (2002)—, Pascua y naranjas (1993), Son de Mar (Premio Alfaguara 1999), La novia de Matisse (2000), Cuerpos sucesivos (2003), Verás el cielo abierto (2005), León de ojos verdes (2008), Aguirre, el magnífico (2011), El azar de la mujer rubia (2013), Desfile de ciervos (2015), La regata (2017), Ava en la noche (2020) y Retrato de una mujer moderna (2022). También es autor de la antología Los mejores relatos (1997) y de las colecciones de artículos Nadie muere la víspera (2004), Las horas paganas (1998), Viajes, fábulas y otras travesías (2006), Póquer de ases (2009), Mitologías (2012), Los últimos mohicanos (2016), Antitauromaquia (2017), con ilustraciones de El Roto, y Lecturas con daiquiri (2019).	/mnt/datadrive/CasaDelLibro/author_images/ManuelVicent314.webp	20074.0	manuel vicent	manuel vicent										4
MARJANE SATRAPI	{'9788417910143'}	MRJNSTRP	marjane satrapi	Marjane Satrapi	Marjane Satrapi nació en 1969 en Rasht (Irán) y vive en Francia desde 1994. La publicación de Persépolis (2000-2003), una innovadora serie de cómics autobiográficos, le valió un éxito fulgurante en Europa y Estados Unidos. Siguieron dos novelas gráficas más para adultos, Bordados (2003) y Pollo con ciruelas (2004), así como varios libros infantiles. Ha colaborado en revistas y periódicos de todo el mundo, y actualmente se dedica a la dirección cinematográfica, con cinco películas en su haber, entre ellas las adaptaciones de Persépolis (2007) y Pollo con ciruelas (2011). Mujer, Vida, Libertad (2023) es su último proyecto gráfico. Premio Princesa de Asturias de Comunicación y Humanidades 2024.	/mnt/datadrive/CasaDelLibro/author_images/MarjaneSatrapi.webp	84034.0	marjane satrapi	marjane satrapi										4
PILAR MATEOS	{'9789681658595'}	MTSPLR	pilar mateos	Pilar Mateos	Pilar Mateos fue la segunda de cinco hermanos de una familia normal y corriente que vivía en una ciudad de Castilla. Por fuera creció enseguida pero por dentro fue más trabajoso. Y tardó algunos años en aprender las cosas que de verdad importan. Todavía está en ello. Ha escrito guiones de radio y televisión algunas obras de teatro inéditas y una treintena de libros dirigidos a los lectores más jóvenes que han sido traducidos en parte a varios idiomas.Actualmente vive en la sierra. Le gustan los gatos la luz el silencio los helados el cine la amistad y esa clase de rutina que permite que florezcan las plantas que los seres vivos alimenten a sus cachorros y que los montes se levanten en sus puestos.	/mnt/datadrive/CasaDelLibro/author_images/pilar.webp	49447.0	pilar mateos	mateos pilar										4
MICHELA MURGIA	{'9788498383775'}	MXLMRJ	michela murgia	Michela Murgia	Michela Murgia (Cerdeña, 1972- Roma, 2023) estudió teología y filosofía mientras hacía de teleoperadora, experiencia que recoge tragicómicamente en su primer éxito: Il mondo deve sapere, que fue llevado al teatro y después al cine con el título de Tutta la vita delante. En 2009 debutó como novelista con la autobiográfica L'acabadora, que obtuvo un gran éxito de público y crítica (premios Dessì, SuperMondello y Campiello; Proa 2012). Luego ha publicado el libro de teología feminista Ave Mary. E la chiesa inventó la donna (2011), el libro colectivo Presente (2012), las novelas L'incontro (2012) y Una relación peligrosa (2015; Proa 2018) y el ensayo Futuro interiore. Tiene una gran actividad política como feminista, cristiana e independentista sarda. Sus libros se han traducido a numerosas lenguas.	/mnt/datadrive/CasaDelLibro/author_images/MichelaMurgia.webp	157725.0	michela murgia	michela murgia										4
YUKIO MISHIMA	{'9788420649016'}	MXMK	yukio mishima	Yukio Mishima	Nació en Tokio en 1925 y estudió en la universidad de su ciudad natal, por la que se graduó en Derecho en 1947. En 1944 publicó su primer libro, un volumen de cuentos, poco antes de ser convocado por el Ejército para una misión suicida en la que finalmente no se le admitió. Al terminar sus estudios entró en la administración pública, pero pronto abandonó su carrera de funcionario para dedicarse profesionalmente a las letras. En 1952 emprendió un largo viaje por América y Europa y en 1958 contrajo matrimonio.	/mnt/datadrive/CasaDelLibro/author_images/mishima.webp	41528.0	yukio mishima	mishima yukio										4
MIJAIL BULGAKOV	{'9788497592260'}	PLKKFMJL	mijail bulgakov	Mijaíl Bulgákov	Kiev, (1891-1940). Mijàil Bulgakov, novelista y dramaturgo, estudió Medicina, pero renunció a esa profesión en favor de la creación literaria. Sus primeras obras son narraciones satíricas y comedias. Tuvo que enfrentarse a la crítica oficial por su retrato favorable de un grupo de oficiales blancos antibolcheviques durante la guerra civil y la falta de un héroe comunista. Aunque las obras de Bulgakov disfrutaban de gran popularidad, las autoridades le prohibieron publicar a partir de 1930 pues encontraban inaceptable su sátira de las costumbres soviéticas. La fama de Bulgakov no quedó establecida hasta años después de su muerte, cuando sus novelas, obras de teatro y su biografía Vida del señor Molière empezaron a publicarse a partir de 1962.	/mnt/datadrive/CasaDelLibro/author_images/bulgakov.webp	12906.0	mijail bulgakov	bulgakov mijail										4
HOLLY BLACK	{'9788408133032'}	PLKL	holly black	Holly Black	"Holly Black es una autora superventas en todo el mundo que ha escrito sagas de fantasía juvenil como ""Las crónicas de Spiderwick"" o la serie de ""Magisterium"" junto a Cassandra Clare. Ha sido además finalista del premio Eisner. Actualmente vive en Nueva Inglaterra con su marido y su hijo en una casa con una puerta secreta."	/mnt/datadrive/CasaDelLibro/author_images/94465.webp	94465.0	holly black	black holly										4
PIERS PAUL READ	{'9788498724110'}	PLPRSRT	piers paul read	Piers Paul Read	Piers Paul Read (1941) es un galardonado novelista británico, historiador y biógrafo. La aparición de ¡Viven! en 1974 supuso un punto de inflexión en su carrera, en especial tras su adaptación cinematográfica. A este libro-documento le siguieron diversas novelas, biografías y libro históricos de gran repercusión, entre los que destaca el bestseller Los templarios, publicado por B de Bolsillo.	/mnt/datadrive/CasaDelLibro/author_images/3437.webp	3437.0	piers paul read	paul piers read										4
BALTAZAR GRACIAN	{'9788476519677', '9800104356'}	PLTSRKRSN	baltazar gracian	Baltasar Gracián	Nació el 8 de enero de 1601 en Belmonte de Calatayud (Zaragoza). Con 18 años ingresa en la Compañia de Jesús, ordenandose presbítero en 1627. Luchó en contra de los franceses en la guerra de Cataluña y en los sitios de Lérida y Tarragona. En 1643 fue profesor de Sagrada Escritura en Zaragoza y Rector del Colegio de jesuitas de Tarragona. En 1651 publica la primera parte del 'Criticón', y seis años más tarde, aparece la tercera parte. Fue destituido de su cátedra y desterrado a Graus. Tuvo que utilizar varios seudónimos para poder realizar su labor literaria dentro de la orden. Falleció el 6 de diciembre de 1658 en Tarazona.	/mnt/datadrive/CasaDelLibro/author_images/baltasar_gracian.webp	3577.0	baltasar gracian	baltasar gracian										4
JOHN BOYNE	{'9788498382754', '9789585355712', '9788498382549'}	PNJN	john boyne	John Boyne	John Boyne nació en 1971 en Dublín, Irlanda. Se formó en el Trinity College y en la Universidad de East Anglia, en Norwich. Entre las novelas que ha publicado destaca El niño con el pijama de rayas, que se ha traducido a más de cuarenta idiomas y de la que se han vendido más de cinco millones de ejemplares. Ganadora de dos Irish Book Awards y finalista del British Book Award, fue llevada al cine en 2008. En España fue galardonada con el Premio de los Lectores 2007 de la revista Qué Leer y permaneció más de un año en las listas de libros más vendidos. John Boyne es asimismo el aclamado autor de Motín en la Bounty, La casa del propósito especial, La apuesta, El ladrón de tiempo, En el corazón del bosque, El pacifista y El secreto de Gaudlin Hall.	/mnt/datadrive/CasaDelLibro/author_images/118504.webp	118504.0	john boyne	boyne john										4
JOSE MANUEL CABALLERO BONALD	{'9788483105627'}	PNLTKPLRJSMNL	jose manuel caballero bonald	José Manuel Caballero Bonald	Premio  Miguel de Cervantes 2012. Poeta, novelista y ensayista español nacido en Jerez de la Frontera, Cádiz, en 1926. Estudió Astronomía en Cádiz y más tarde Filosofía y Letras en Sevilla y Madrid. Pertenece al grupo poético de los 50 junto a José Ángel Valente, Claudio Rodríguez, José Agustín Goytisolo y Jaime Gil de Biedma, entre otros.  Obtuvo el premio Boscán y de la Crítica de Poesía en 1959, el Biblioteca Breve en 1961, el de la Crítica de Novela en 1975, el de la Crítica de Poesía en 1978, el Plaza y Janés en 1988, el premio Andalucía de las Letras en 1994y el XIII Premio de Poesía Iberoamericana Reina Sofía en 2004. En 1996 fue nombrado Hijo Predilecto de Andalucía. Ha obtenido el Premio Nacional de Poesía porManual de Infractores.Falleció en Madrid en mayo de 2021.	/mnt/datadrive/CasaDelLibro/author_images/52182.webp	52182.0	jose manuel caballero bonald	bonald caballero jose manuel										4
CARLOS BARRAL	{'9788492723058'}	PRLKRLS	carlos barral	Carlos Barral	Barcelona, (1928-1989). Carlos Barral, editor, ensayista y poeta, fue una figura señera del llamado Grupo poético del 50. Durante su vida como editor creó premios y colecciones que ayudaron a dar a conocer entre los lectores españoles las más importantes corrientes literarias europeas e hispanoamericanas del momento y a renovar la literatura española en los últimos años del franquismo. Su poesía empezó dentro de lo que se ha dado en llamar la poesía social de los años cincuenta, pero estaba tocada por una gran preocupación formal, que la hizo más hermética.	/mnt/datadrive/CasaDelLibro/author_images/barral.webp	58342.0	carlos barral	barral carlos										4
RHONDA BYRNE	{'9788479536442'}	PRNRNT	rhonda byrne	Rhonda Byrne	Rhonda Byrne es la creadora de “El Secreto”, el film documental que en el año 2006 revolucionó el mundo, transformó millones de vidas e inició un movimiento planetario. Ese mismo año, se publicó el libro “El Secreto”, de la misma autora, que se ha traducido a más de cincuenta idiomas y que continúa siendo uno de los títulos más vendidos de este siglo. Rhonda ha escrito otros tres best sellers: “El Poder”, en 2010; “La Magia”, en 2012 y “Héroe”, en 2013.	/mnt/datadrive/CasaDelLibro/author_images/121772.webp	121772.0	rhonda byrne	byrne rhonda										4
SANTIAGO POSTEGUILLO	{'9786287574212', '9788413143132', '9789585121584', '9788408132424'}	PSTKLSNXK	santiago posteguillo	Santiago Posteguillo	Santiago Posteguillo, doctor europeo por la Universitat de València, es en la actualidad profesor titular en la Universitat Jaume I de Castelló. Ha estudiado literatura creativa en Estados Unidos, y lingüística y traducción en diversas universidades del Reino Unido. En 2006 publicó su primera novela,Africanus: El hijo del cónsul, el inicio de unatrilogía que continuó conLas legiones malditasyLa traición de Roma. También es autor de laTrilogía de Trajano, compuesta porLos asesinos del emperador,Circo MáximoyLa legión perdida.Posteguillo recibió el Premio a las Letras de la Generalitat Valenciana en 2010, el Premio Barcino de Novela Histórica de Barcelona en 2014 y, en 2018, fue galardonado con el Premio Planeta por su novelaYo, Julia, a la que siguióY Julia retó a los diosesen 2020. Es el autor más vendido de novela histórica en lengua española con más de 4.000.000 de lectores.Además, en 2018 fue profesor invitado del Sidney Sussex College de la Universidad de Cambridge.ConRoma soy yoarranca su proyecto literario más ambicioso: una serie de novelas dedicadas a la vida de Julio César.	/mnt/datadrive/CasaDelLibro/author_images/SANTIAGOPOSTEGUILLO2Jeosm.webp	114585.0	santiago posteguillo	posteguillo santiago										4
ELIZABETH BADINTER	{'9789505576821'}	PTNTRLSP0	elizabeth badinter	Elisabeth Badinter	"Elisabeth Badinter (París, 1944) es filósofa, especialista en el pensamiento del Siglo de las Luces. Autora de numerosos ensayos, es una reconocida líder feminista, tanto en su país, Francia, como en el resto del mundo.

De sus libros, traducidos a una docena de idiomas, cabe destacar: ¿Existe el amor maternal? Historia del amor maternal (SXVIII-XX), El uno es el otro y XY: la identidad masculina."	/mnt/datadrive/CasaDelLibro/author_images/badinter.webp	95559.0	elisabeth badinter	badinter elisabeth										4
PEDRO ZARRALUKI	{'9788433924483'}	PTRSRLK	pedro zarraluki	Pedro Zarraluki	Publicó su primer libro con poco más de veinte años. Es un autor respaldado por múltiples galardones literarios pero que no termina de salir de los círculos minoritarios. Aun así, su obra ha sido traducida a siete idiomas. Galardonado con el premio Nadal 2004.	/mnt/datadrive/CasaDelLibro/author_images/pedro_zarraluki.webp	2854.0	pedro zarraluki	pedro zarraluki										4
SANTIAGO RONCAGLIOLO	{'9788420413594'}	RNKKLLSNXK	santiago roncagliolo	Santiago Roncagliolo	Santiago Roncagliolo (Lima, 1975) escribe sobre el mal y el miedo jugando con el thriller, el noir y la comedia negra, desde la historia política hasta la experiencia cotidiana. Sus siete novelas se han publicado en todo el mundo hispano y han aparecido hasta en veinte idiomas.Abril rojorecibió el premio Alfaguara y el inglés Independent Prize of Foreign Fiction.La pena máximafue finalista del premio francés Violeta Negra y ha sido llevada al cine, al igual que Pudor. Su última novela se titula Y líbranos del mal. También ha escrito una trilogía de historias reales sobre el siglo XX latinoamericano y libros para niños ganadores de premios como el Barco de Vapor peruano o el White Raven de la Biblioteca de Múnich. Como guionista, escribe series de televisión y películas para Estados Unidos, México, España, Brasil y Perú.	/mnt/datadrive/CasaDelLibro/author_images/83052.JPG	83052.0	santiago roncagliolo	roncagliolo santiago										4
SEVERO SARDUY	{'9789871772209'}	SRTSFR	severo sarduy	Severo Sarduy	Es narrador, poeta y ensayista. En 1960 viajó a París para nunca regresar a Cuba. Se vinculó al círculo de pensadores y escritores estructuralistas de París de la revistaTel Quely trabajó como lector en Éditions du Seuil. Murió en París en 1993.	/mnt/datadrive/CasaDelLibro/author_images/severosarduy.webp	84544.0	severo sarduy	sarduy severo										4
GERARDO DIEGO	{'8420630535'}	TKKRRT	gerardo diego	Gerardo Diego	Nació en Santander en 1896. Estudió Filosofía y Letras en la Universidad de Deusto y posteriormente en las de Salamanca y Madrid, donde se doctoró. En 1920 obtuvo la cátedra de Lengua y Literatura en el Instituto de Soria, y sucesivamente enseñó la misma asignatura en los Institutos de Gijón, Santander y, a partir de 1966, en un instituto de Madrid. Fue uno de los más activos organizadores del Homenaje a Góngora que celebró la generación en 1927, con motivo del centenario del gran poeta cordobés. Ese mismo año fundó y dirigió la revistaCarmen.Participó, con Juan Larrea y Vicente Huidobro, en el movimiento creacionista. En 1947 ingresó en la Real Academia Española. Fue premio Cervantes de Literatura.	/mnt/datadrive/CasaDelLibro/author_images/diego.webp	882.0	gerardo diego	diego gerardo										4
